x	y	Polygon_ID	acq_date	frp	acq_time	latitude	longitude	Neighbour	Neighbour_frp	Neighbour_acq_time	ELEV_max	ELEV_min	ELEV_median	ELEV_sum	ELEV_mode	ELEV_count	ELEV_mean	SLP_max	SLP_min	SLP_median	SLP_sum	SLP_mode	SLP_count	SLP_mean	EVT_max	EVT_min	EVT_median	EVT_sum	EVT_mode	EVT_count	EVT_mean	EVH_max	EVH_min	EVH_median	EVH_sum	EVH_mode	EVH_count	EVH_mean	EVC_max	EVC_min	EVC_median	EVC_sum	EVC_mode	EVC_count	EVC_mean	CBD_max	CBD_min	CBD_median	CBD_sum	CBD_mode	CBD_count	CBD_mean	CBH_max	CBH_min	CBH_median	CBH_sum	CBH_mode	CBH_count	CBH_mean	CC_max	CC_min	CC_median	CC_sum	CC_mode	CC_count	CC_mean	CH_max	CH_min	CH_median	CH_sum	CH_mode	CH_count	CH_mean	Shape	Neighbour_ELEV_max	Neighbour_ELEV_min	Neighbour_ELEV_median	Neighbour_ELEV_sum	Neighbour_ELEV_mode	Neighbour_ELEV_count	Neighbour_ELEV_mean	Neighbour_SLP_max	Neighbour_SLP_min	Neighbour_SLP_median	Neighbour_SLP_sum	Neighbour_SLP_mode	Neighbour_SLP_count	Neighbour_SLP_mean	Neighbour_EVT_max	Neighbour_EVT_min	Neighbour_EVT_median	Neighbour_EVT_sum	Neighbour_EVT_mode	Neighbour_EVT_count	Neighbour_EVT_mean	Neighbour_EVH_max	Neighbour_EVH_min	Neighbour_EVH_median	Neighbour_EVH_sum	Neighbour_EVH_mode	Neighbour_EVH_count	Neighbour_EVH_mean	Neighbour_EVC_max	Neighbour_EVC_min	Neighbour_EVC_median	Neighbour_EVC_sum	Neighbour_EVC_mode	Neighbour_EVC_count	Neighbour_EVC_mean	Neighbour_CBD_max	Neighbour_CBD_min	Neighbour_CBD_median	Neighbour_CBD_sum	Neighbour_CBD_mode	Neighbour_CBD_count	Neighbour_CBD_mean	Neighbour_CBH_max	Neighbour_CBH_min	Neighbour_CBH_median	Neighbour_CBH_sum	Neighbour_CBH_mode	Neighbour_CBH_count	Neighbour_CBH_mean	Neighbour_CC_max	Neighbour_CC_min	Neighbour_CC_median	Neighbour_CC_sum	Neighbour_CC_mode	Neighbour_CC_count	Neighbour_CC_mean	Neighbour_CH_max	Neighbour_CH_min	Neighbour_CH_median	Neighbour_CH_sum	Neighbour_CH_mode	Neighbour_CH_count	Neighbour_CH_mean	Neighbour_Shape	Neighbour_c_latitude	Neighbour_c_longitude	TEMP_ave	TEMP_min	TEMP_max	PRCP	SNOW	WDIR_ave	WSPD_ave	PRES_ave	WCOMP
-118.22912655888895	33.77555881992992	6825355	2012-05-28	1.6	924	-2025583.6040892235	1427972.1100041084	6825356.0			1.0	-1.0	-0.5	-82.0	0.0	312.0	-0.2628205	3.0	0.0	1.0	49.0	0.0	156.0	0.31410256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	22.0	24.0	3655.0	24.0	156.0	23.429487	24.0	22.0	23.5	3655.0	24.0	156.0	23.429487	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	MULTIPOLYGON (((-2025738.74289801 1428067.92060716, -2025363.74289801 1428067.92060716, -2025363.74289801 1427692.92060716, -2025738.74289801 1427692.92060716, -2025738.74289801 1428067.92060716)))	0.0	-1.0	0.0	-20.0	0.0	288.0	-0.06944445	1.0	0.0	0.0	23.0	0.0	144.0	0.15972222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	22.0	23.5	3344.0	24.0	144.0	23.222221	24.0	22.0	22.5	3344.0	24.0	144.0	23.222221	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	MULTIPOLYGON (((-2025738.74289801 1427692.92060716, -2025363.74289801 1427692.92060716, -2025363.74289801 1427317.92060716, -2025738.74289801 1427317.92060716, -2025738.74289801 1427692.92060716)))	-2025551.24289801	1427505.4206071598	19.9	14.4	27.8	0.0	0.0		6.8	1013.5	
-122.13610531568601	38.06986553370819	2341262	2012-03-22	2.1	1020	-2242792.2655925415	1981149.3177732313	2349003.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	22.0	23.0	7194.0	24.0	312.0	23.057692	24.0	22.0	23.0	7194.0	24.0	312.0	23.057692	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	MULTIPOLYGON (((-2242863.74289801 1981192.92060716, -2242488.74289801 1981192.92060716, -2242488.74289801 1980817.92060716, -2242863.74289801 1980817.92060716, -2242863.74289801 1981192.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	22.0	23.0	7438.0	24.0	312.0	23.839743	25.0	22.0	23.5	7438.0	24.0	312.0	23.839743	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	MULTIPOLYGON (((-2242488.74289801 1981567.92060716, -2242113.74289801 1981567.92060716, -2242113.74289801 1981192.92060716, -2242488.74289801 1981192.92060716, -2242488.74289801 1981567.92060716)))	-2242301.2428980106	1981380.42060716	11.8	6.7	16.1	0.0	0.0	252.0	19.7	1014.0	17.55283
-119.87581887275084	36.61963664322281	5423134	2015-04-22	8.9	2134	-2093448.1067324935	1772616.6699510387	5423135.0			75.0	74.0	75.0	11678.0	75.0	156.0	74.85897	1.0	0.0	0.0	24.0	0.0	156.0	0.15384616	100.0	0.0	0.0	298.0	0.0	312.0	0.9551282	1.0	0.0	0.0	4.0	0.0	312.0	0.012820513	35.0	0.0	0.0	120.0	0.0	312.0	0.3846154	121.0	16.0	61.0	18244.0	102.0	312.0	58.474358	110.0	16.0	61.0	18232.0	61.0	312.0	58.435898	3981.0	3299.0	3980.5	1227786.0	3981.0	312.0	3935.2114	175.0	0.0	0.0	500.0	0.0	312.0	1.6025641	MULTIPOLYGON (((-2093613.74289801 1772692.92060716, -2093238.74289801 1772692.92060716, -2093238.74289801 1772317.92060716, -2093613.74289801 1772317.92060716, -2093613.74289801 1772692.92060716)))	75.0	74.0	75.0	12653.0	75.0	169.0	74.86982	1.0	0.0	0.0	26.0	0.0	169.0	0.15384616	100.0	0.0	0.0	200.0	0.0	338.0	0.591716	1.0	0.0	0.0	2.0	0.0	338.0	0.00591716	15.0	0.0	0.0	30.0	0.0	338.0	0.088757396	101.0	61.0	61.0	20698.0	61.0	338.0	61.236687	110.0	61.0	61.0	20716.0	61.0	338.0	61.28994	3981.0	3980.0	3981.0	1345576.0	3981.0	338.0	3980.9941	175.0	0.0	0.0	350.0	0.0	338.0	1.0355029	MULTIPOLYGON (((-2093613.74289801 1772317.92060716, -2093238.74289801 1772317.92060716, -2093238.74289801 1771942.92060716, -2093613.74289801 1771942.92060716, -2093613.74289801 1772317.92060716)))	-2093426.24289801	1772130.4206071598	17.5	11.7	24.4	0.0	0.0	251.4	9.4	1010.1	-2.99822
-118.23403881967769	33.77804578351939	6817612	2014-11-23	0.5,0.5	1030,1030	-2026045.4455771858,-2026045.4455771858	1428247.5610187808,1428247.5610187808	6825353.0			5.0	0.0	2.0	628.0	0.0	312.0	2.0128205	5.0	0.0	0.5	137.0	0.0	156.0	0.8782051	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	25.0	23.0	24.0	3758.0	24.0	156.0	24.089743	25.0	23.0	24.0	3758.0	24.0	156.0	24.089743	3299.0	3297.0	3298.0	514502.0	3299.0	156.0	3298.0898	0.0	0.0	0.0	0.0	0.0	156.0	0.0	MULTIPOLYGON (((-2026113.74289801 1428442.92060716, -2025738.74289801 1428442.92060716, -2025738.74289801 1428067.92060716, -2026113.74289801 1428067.92060716, -2026113.74289801 1428442.92060716)))	3.0	2.0	2.5	838.0	3.0	312.0	2.6858974	1.0	0.0	0.5	25.0	0.0	156.0	0.16025642	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	25.0	23.0	24.5	3768.0	24.0	156.0	24.153847	25.0	23.0	25.0	3768.0	24.0	156.0	24.153847	3299.0	3297.0	3298.0	514512.0	3299.0	156.0	3298.1538	0.0	0.0	0.0	0.0	0.0	156.0	0.0	MULTIPOLYGON (((-2025738.74289801 1428817.92060716, -2025363.74289801 1428817.92060716, -2025363.74289801 1428442.92060716, -2025738.74289801 1428442.92060716, -2025738.74289801 1428817.92060716)))	-2025551.24289801	1428630.4206071598	17.2	11.7	26.1	0.0	0.0	349.1	4.3	1018.7	-2.41075
-121.78568508878548	40.389653157033045	4384504	2014-02-20	0.6	958	-2143727.7234553155	2223178.6792548364	4376762.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	3.5	1042.0	0.0	156.0	6.679487	9.0	0.0	3.5	160.0	0.0	156.0	1.0256411	45.0	0.0	17.5	1160.0	0.0	156.0	7.4358974	122.0	102.0	115.0	17543.0	102.0	156.0	112.45513	111.0	102.0	104.0	16424.0	102.0	156.0	105.28205	3138.0	3027.0	3098.0	481017.0	3030.0	156.0	3083.4424	375.0	0.0	0.0	6050.0	0.0	156.0	38.78205	MULTIPOLYGON (((-2143863.74289801 2223442.92060716, -2143488.74289801 2223442.92060716, -2143488.74289801 2223067.92060716, -2143863.74289801 2223067.92060716, -2143863.74289801 2223442.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	1628.0	0.0	144.0	11.305555	8.0	0.0	0.0	180.0	0.0	144.0	1.25	45.0	0.0	17.5	1545.0	0.0	144.0	10.729167	122.0	103.0	115.0	16086.0	103.0	144.0	111.708336	111.0	102.0	107.0	15226.0	111.0	144.0	105.736115	3138.0	3027.0	3062.5	443304.0	3027.0	144.0	3078.5	375.0	0.0	87.5	8375.0	0.0	144.0	58.15972	MULTIPOLYGON (((-2144238.74289801 2223442.92060716, -2143863.74289801 2223442.92060716, -2143863.74289801 2223067.92060716, -2144238.74289801 2223067.92060716, -2144238.74289801 2223442.92060716)))	-2144051.2428980106	2223255.42060716	11.9	7.2	20.6	0.0	0.0	358.4	10.8	1021.7	-0.30155
-120.17726025331396	37.88235533786896	5624043	2013-08-24	10.7,13.5	931,931	-2083694.7948031304,-2083569.9971347312	1916277.0707787792,1916258.5150740645	5624042.0	2.3,20.3,1.6,2.0	912,2033,1052,912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	100.0	110.5	36794.0	111.0	338.0	108.85799	116.0	100.0	108.5	35866.0	102.0	338.0	106.11243	9.0	0.0	2.5	1062.0	0.0	338.0	3.142012	100.0	0.0	50.0	10876.0	0.0	338.0	32.177513	55.0	0.0	45.0	9760.0	0.0	338.0	28.87574	375.0	0.0	37.5	44900.0	0.0	338.0	132.84024	MULTIPOLYGON (((-2083863.74289801 1916317.92060716, -2083488.74289801 1916317.92060716, -2083488.74289801 1915942.92060716, -2083863.74289801 1915942.92060716, -2083863.74289801 1916317.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	106.0	110.0	34406.0	111.0	312.0	110.27564	114.0	103.0	104.5	32704.0	105.0	312.0	104.82051	12.0	0.0	1.0	566.0	0.0	312.0	1.8141025	100.0	0.0	100.0	26662.0	0.0	312.0	85.45513	65.0	0.0	40.0	15440.0	0.0	312.0	49.48718	375.0	0.0	275.0	79300.0	0.0	312.0	254.16667	MULTIPOLYGON (((-2083863.74289801 1916692.92060716, -2083488.74289801 1916692.92060716, -2083488.74289801 1916317.92060716, -2083863.74289801 1916317.92060716, -2083863.74289801 1916692.92060716)))	-2083676.24289801	1916505.4206071598	21.0	12.0	30.0	0.0	0.0	173.6	5.4	1009.1	5.36635
-118.55567027544186	35.784079178955615	7312500	2016-08-18	4.2	854	-2001958.7387296816	1653079.0660337054	7304758.0	1.4	1015	1918.0	1796.0	1878.0	580414.0	1893.0	312.0	1860.3013	34.0	4.0	16.0	2466.0	6.0	156.0	15.807693	323.0	100.0	310.0	47309.0	314.0	156.0	303.26282	303.0	100.0	301.0	45752.0	303.0	156.0	293.28204	9301.0	7195.0	7195.0	1136634.0	7195.0	156.0	7286.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	38.0	0.0	156.0	0.24358974	25.0	0.0	0.0	220.0	0.0	156.0	1.4102564	190.0	0.0	15.0	1820.0	0.0	156.0	11.666667	MULTIPOLYGON (((-2002113.74289801 1653442.92060716, -2001738.74289801 1653442.92060716, -2001738.74289801 1653067.92060716, -2002113.74289801 1653067.92060716, -2002113.74289801 1653442.92060716)))	1943.0	1840.0	1897.0	542858.0	1893.0	288.0	1884.9236	25.0	4.0	17.5	2295.0	24.0	144.0	15.9375	337.0	100.0	275.5	44309.0	314.0	144.0	307.7014	306.0	100.0	301.0	42763.0	210.0	144.0	296.96527	9272.0	7098.0	7195.0	1041999.0	7195.0	144.0	7236.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	29.0	0.0	144.0	0.2013889	35.0	0.0	7.5	315.0	0.0	144.0	2.1875	350.0	0.0	0.0	2750.0	0.0	144.0	19.097221	MULTIPOLYGON (((-2002488.74289801 1653442.92060716, -2002113.74289801 1653442.92060716, -2002113.74289801 1653067.92060716, -2002488.74289801 1653067.92060716, -2002488.74289801 1653442.92060716)))	-2002301.24289801	1653255.4206071598	27.6	19.4	36.7	0.0	0.0		9.6	1009.2	
-120.02051874393861	37.97266841022807	5949190	2013-08-23	1.6	950	-2067800.816372471	1922563.5028452661	5941448.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	110.0	111.0	34620.0	111.0	312.0	110.96154	107.0	103.0	106.5	32998.0	105.0	312.0	105.76282	16.0	6.0	12.0	3604.0	6.0	312.0	11.551282	13.0	8.0	13.0	3244.0	9.0	312.0	10.397436	75.0	35.0	65.0	19540.0	75.0	312.0	62.628204	375.0	175.0	375.0	114600.0	375.0	312.0	367.30768	MULTIPOLYGON (((-2068113.74289801 1922692.92060716, -2067738.74289801 1922692.92060716, -2067738.74289801 1922317.92060716, -2068113.74289801 1922317.92060716, -2068113.74289801 1922692.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	110.0	111.0	31944.0	111.0	288.0	110.916664	107.0	104.0	105.5	30532.0	105.0	288.0	106.013885	16.0	6.0	12.0	3590.0	6.0	288.0	12.465278	13.0	8.0	8.5	3126.0	9.0	288.0	10.854167	75.0	45.0	60.0	18760.0	75.0	288.0	65.138885	375.0	175.0	375.0	103200.0	375.0	288.0	358.33334	MULTIPOLYGON (((-2068488.74289801 1922692.92060716, -2068113.74289801 1922692.92060716, -2068113.74289801 1922317.92060716, -2068488.74289801 1922317.92060716, -2068488.74289801 1922692.92060716)))	-2068301.24289801	1922505.4206071598	14.6	3.3	24.4	0.0	0.0	333.9	7.7	1011.0	-3.38753
-118.93112264198803	36.920965384080155	7265697	2015-08-17	0.6,2.2	1018,1018	-2004266.679296952,-2004196.2394180645	1784936.6718896108,1784761.255342957	7265698.0			2801.0	2670.0	2719.0	919822.0	2700.0	338.0	2721.367	29.0	5.0	19.0	2537.0	24.0	169.0	15.011834	100.0	0.0	5.0	2246.0	0.0	338.0	6.6449704	9.0	0.0	9.0	2624.0	0.0	338.0	7.763314	55.0	0.0	50.0	16920.0	0.0	338.0	50.05917	126.0	102.0	104.0	35376.0	102.0	338.0	104.66272	111.0	101.0	111.0	37482.0	111.0	338.0	110.89349	3138.0	3011.0	3045.0	1025058.0	3032.0	338.0	3032.716	375.0	0.0	375.0	122800.0	0.0	338.0	363.3136	MULTIPOLYGON (((-2004363.74289801 1785067.92060716, -2003988.74289801 1785067.92060716, -2003988.74289801 1784692.92060716, -2004363.74289801 1784692.92060716, -2004363.74289801 1785067.92060716)))	2810.0	2660.0	2795.5	850486.0	2709.0	312.0	2725.9167	28.0	4.0	21.0	2772.0	15.0	156.0	17.76923	10.0	0.0	4.0	1450.0	0.0	312.0	4.6474357	16.0	0.0	9.0	2412.0	0.0	312.0	7.730769	75.0	0.0	45.0	14780.0	0.0	312.0	47.371796	117.0	102.0	104.5	32592.0	102.0	312.0	104.46154	111.0	104.0	111.0	34534.0	111.0	312.0	110.6859	3152.0	3032.0	3032.0	947020.0	3032.0	312.0	3035.3206	375.0	0.0	275.0	101500.0	0.0	312.0	325.32053	MULTIPOLYGON (((-2004363.74289801 1784692.92060716, -2003988.74289801 1784692.92060716, -2003988.74289801 1784317.92060716, -2004363.74289801 1784317.92060716, -2004363.74289801 1784692.92060716)))	-2004176.24289801	1784505.4206071598	29.4	16.1	41.1	0.0	0.0		6.8	1009.1	
-123.58558385152243	40.61345034913054	1527530	2015-08-05	1.8,1.8	1043,1043	-2282189.161250742,-2281884.557537005	2289428.67284713,2289228.9703457574	1535273.0	2.6,2.6	1024,1024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	7.0	1055.0	0.0	144.0	7.326389	22.0	0.0	11.5	1926.0	0.0	144.0	13.375	85.0	0.0	70.0	9565.0	0.0	144.0	66.423615	108.0	103.0	106.0	15295.0	108.0	144.0	106.21528	111.0	108.0	110.5	15960.0	111.0	144.0	110.833336	3031.0	3027.0	3027.5	435958.0	3027.0	144.0	3027.486	375.0	0.0	375.0	49875.0	0.0	144.0	346.35416	MULTIPOLYGON (((-2282238.74289801 2289442.92060716, -2281863.74289801 2289442.92060716, -2281863.74289801 2289067.92060716, -2282238.74289801 2289067.92060716, -2282238.74289801 2289442.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	1246.0	0.0	169.0	7.3727813	22.0	0.0	16.0	2078.0	0.0	169.0	12.295858	85.0	0.0	75.0	10480.0	0.0	169.0	62.011833	121.0	102.0	107.0	17942.0	102.0	169.0	106.16568	111.0	101.0	111.0	18697.0	111.0	169.0	110.63313	3138.0	3027.0	3028.0	512075.0	3027.0	169.0	3030.0295	375.0	0.0	375.0	56750.0	0.0	169.0	335.79883	MULTIPOLYGON (((-2281863.74289801 2289067.92060716, -2281488.74289801 2289067.92060716, -2281488.74289801 2288692.92060716, -2281863.74289801 2288692.92060716, -2281863.74289801 2289067.92060716)))	-2281676.2428980106	2288880.42060716	15.8	12.8	20.0	0.0	0.0		6.8	1018.4	
-123.1203319640827	39.914195259786986	1845182	2012-08-25	4.9	2115	-2266800.8642097777	2203049.5437888172	1852925.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	101.0	108.5	17157.0	111.0	156.0	109.98077	127.0	102.0	108.5	16666.0	102.0	156.0	106.833336	22.0	0.0	8.0	1691.0	0.0	156.0	10.839744	100.0	0.0	7.5	1284.0	0.0	156.0	8.230769	75.0	0.0	75.0	8610.0	0.0	156.0	55.192307	375.0	0.0	275.0	43150.0	0.0	156.0	276.60257	MULTIPOLYGON (((-2266863.74289801 2203192.92060716, -2266488.74289801 2203192.92060716, -2266488.74289801 2202817.92060716, -2266863.74289801 2202817.92060716, -2266863.74289801 2203192.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	110.0	111.0	17300.0	111.0	156.0	110.89744	108.0	104.0	106.0	16616.0	108.0	156.0	106.51282	22.0	8.0	13.5	2260.0	12.0	156.0	14.48718	13.0	6.0	8.5	1412.0	6.0	156.0	9.051282	85.0	45.0	70.0	10940.0	75.0	156.0	70.128204	375.0	175.0	275.0	55300.0	375.0	156.0	354.48718	MULTIPOLYGON (((-2266488.74289801 2202817.92060716, -2266113.74289801 2202817.92060716, -2266113.74289801 2202442.92060716, -2266488.74289801 2202442.92060716, -2266488.74289801 2202817.92060716)))	-2266301.2428980106	2202630.42060716	24.8	13.9	35.0	0.0	0.0		8.6	1007.3	
-119.43142818275	35.621287984064544	5647967	2016-11-18	3.2	1009	-2082412.2017357126	1654396.4542751345	5647968.0			83.0	82.0	82.0	12796.0	82.0	156.0	82.02564	1.0	0.0	0.0	8.0	0.0	156.0	0.051282052	133.0	110.0	127.5	19637.0	117.0	156.0	125.878204	108.0	102.0	105.0	16440.0	102.0	156.0	105.38461	7980.0	7980.0	7980.0	1244880.0	7980.0	156.0	7980.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	156.0	1.0	156.0	1.0	35.0	15.0	30.0	3960.0	15.0	156.0	25.384615	70.0	30.0	70.0	10000.0	30.0	156.0	64.10256	MULTIPOLYGON (((-2082738.74289801 1654567.92060716, -2082363.74289801 1654567.92060716, -2082363.74289801 1654192.92060716, -2082738.74289801 1654192.92060716, -2082738.74289801 1654567.92060716)))	83.0	82.0	83.0	11897.0	82.0	144.0	82.61806	1.0	0.0	1.0	25.0	0.0	144.0	0.1736111	129.0	111.0	119.0	17816.0	111.0	144.0	123.72222	108.0	104.0	105.0	15207.0	108.0	144.0	105.604164	7980.0	7980.0	7980.0	1149120.0	7980.0	144.0	7980.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	144.0	1.0	144.0	1.0	25.0	15.0	25.0	3450.0	15.0	144.0	23.958334	70.0	30.0	70.0	9720.0	30.0	144.0	67.5	MULTIPOLYGON (((-2082738.74289801 1654192.92060716, -2082363.74289801 1654192.92060716, -2082363.74289801 1653817.92060716, -2082738.74289801 1653817.92060716, -2082738.74289801 1654192.92060716)))	-2082551.24289801	1654005.4206071598	11.6	3.3	25.0	0.0	0.0	84.2	7.2	1017.1	0.72761
-119.72106234218803	37.88728255082588	6421494	2013-08-31	10.7,11.7,11.8,5.2,10.7	1040,2201,859,1040,1040	-2045227.114776817,-2045207.9783082723,-2045201.0140545776,-2045105.60044547,-2044923.8720583417	1906907.530833164,1906612.3313661886,1906918.2263231995,1906886.9614558006,1906707.6202917406	6429235.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	108.0	111.0	31942.0	111.0	288.0	110.90972	104.0	102.0	103.5	29902.0	102.0	288.0	103.826385	9.0	1.0	5.5	1704.0	6.0	288.0	5.9166665	100.0	4.0	11.0	3636.0	9.0	288.0	12.625	45.0	25.0	45.0	12460.0	45.0	288.0	43.26389	375.0	25.0	375.0	104800.0	375.0	288.0	363.8889	MULTIPOLYGON (((-2045238.74289801 1906942.92060716, -2044863.74289801 1906942.92060716, -2044863.74289801 1906567.92060716, -2045238.74289801 1906567.92060716, -2045238.74289801 1906942.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	108.0	111.0	37506.0	111.0	338.0	110.9645	106.0	101.0	104.0	35040.0	102.0	338.0	103.66864	12.0	1.0	7.5	1928.0	6.0	338.0	5.704142	100.0	4.0	9.0	4808.0	6.0	338.0	14.224852	65.0	15.0	35.0	14090.0	15.0	338.0	41.68639	375.0	25.0	375.0	124850.0	375.0	338.0	369.3787	MULTIPOLYGON (((-2044863.74289801 1907317.92060716, -2044488.74289801 1907317.92060716, -2044488.74289801 1906942.92060716, -2044863.74289801 1906942.92060716, -2044863.74289801 1907317.92060716)))	-2044676.24289801	1907130.4206071598	17.5	7.8	28.9	0.0	0.0	169.7	4.1	1011.5	2.33405
-119.52600158879386	38.885097014316074	7327030	2013-07-06	6.1	948	-2001058.00511999	2011083.398883002	7327029.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	100.0	110.0	33962.0	105.0	312.0	108.85256	114.0	100.0	107.5	32964.0	111.0	312.0	105.65385	25.0	0.0	0.0	1586.0	0.0	312.0	5.0833335	15.0	0.0	12.0	2418.0	0.0	312.0	7.75	45.0	0.0	22.5	8470.0	0.0	312.0	27.147436	175.0	0.0	87.5	36750.0	0.0	312.0	117.78846	MULTIPOLYGON (((-2001363.74289801 2011192.92060716, -2000988.74289801 2011192.92060716, -2000988.74289801 2010817.92060716, -2001363.74289801 2010817.92060716, -2001363.74289801 2011192.92060716)))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	100.0	110.0	36256.0	105.0	338.0	107.26627	114.0	100.0	102.0	35996.0	111.0	338.0	106.49704	8.0	0.0	4.0	956.0	0.0	338.0	2.8284023	15.0	0.0	9.0	1764.0	0.0	338.0	5.218935	45.0	0.0	22.5	5500.0	0.0	338.0	16.27219	175.0	0.0	0.0	25200.0	0.0	338.0	74.55621	MULTIPOLYGON (((-2001363.74289801 2011567.92060716, -2000988.74289801 2011567.92060716, -2000988.74289801 2011192.92060716, -2001363.74289801 2011192.92060716, -2001363.74289801 2011567.92060716)))	-2001176.24289801	2011380.42060716	23.0	10.0	33.0	0.0	0.0	178.4	10.1	1007.3	10.09606
